token,transcription,pos,morphology,alt_transcription_1,alt_transcription_2,alt_transcription_3,update_info,freq,lemma,comment,number_of_years
inflasjonstallene,IH0 N F L AH0 SJ OO1 N S T AH3 L NX0 AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,564,inflasjonstall,,21.0
inflasjonsutsiktene,IH0 N F L AH0 SJ OO1 N S UU0 T S IH3 K T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,156,inflasjonsutsikte,,18.0
inflasjonsutviklingen,IH0 N F L AH0 SJ OO1 N S UU0 T V IH3 K L IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,223,inflasjonsutviklinge,,18.0
influencer,IH1 N F L UH0 AX0 N S AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,150,influencer,,2.0
influencere,IH1 N F L UH0 AX0 N S AX0 R AX0,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,162,influencere,,4.0
influensamedisinen,IH0 N F L UH0 EH1 N S AH0 M AX0 D IH0 S II3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,402,influensamedisine,,14.0
influensapandemi,IH0 N F L UH0 EH1 N S AH0 P AH0 N D AX0 M II3,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,197,influensapandemi,,16.0
influensasesong,IH0 N F L UH0 EH1 N S AH0 S AX0 S OAH3 NG,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,278,influensasesong,,20.0
influensasesongen,IH0 N F L UH0 EH1 N S AH0 S AX0 S OAH3 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,249,influensasesonge,,21.0
influensasykdom,IH0 N F L UH0 EH1 N S AH0 S YY3 K D OAH0 M,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,230,influensasykdom,,18.0
influensasymptomer,IH0 N F L UH0 EH1 N S AH0 S YH0 M P T OO3 M AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,547,influensasymptome,,21.0
influensatilfeller,IH0 N F L UH0 EH1 N S AH0 T IH0 L F EH3 L AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,313,influensatilfelle,,20.0
influensautbrudd,IH0 N F L UH0 EH1 N S AH0 UU0 T B R UH3 D,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,223,influensautbrudd,,20.0
influensautbruddet,IH0 N F L UH0 EH1 N S AH0 UU0 T B R UH3 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,229,influensautbrudd,,18.0
influensavaksinen,IH0 N F L UH0 EH1 N S AH0 V AH0 K S II3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,451,influensavaksine,,22.0
informasjonsdeling,IH0 N F OAH0 R M AH0 SJ OO1 N S D EE3 L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,161,informasjonsdeling,,17.0
informasjonskapsler,IH0 N F OAH0 R M AH0 SJ OO1 N S K AH3 P S L AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,202,informasjonskapsle,,18.0
informasjonskrigen,IH0 N F OAH0 R M AH0 SJ OO1 N S K R II3 G AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,163,informasjonskrige,,19.0
informasjonsoffiser,IH0 N F OAH0 R M AH0 SJ OO1 N S OAH0 F IH0 S EE3 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,399,informasjonsoffiser,,21.0
informasjonssikring,IH0 N F OAH0 R M AH0 SJ OO1 N S S IH3 K R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,650,informasjonssikring,,20.0
informasjonsvakt,IH0 N F OAH0 R M AH0 SJ OO1 N S V AH3 K T,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,241,informasjonsvakt,,17.0
infosjef,IH1 N F OH0 SJ EE3 F,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,407,infosjef,,22.0
infosjefen,IH1 N F OH0 SJ EE3 F AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,160,infosjef,,19.0
infrastrukturinvesteringer,IH1 N F R AH0 S T R UH0 K T UU0 R IH0 N V AX0 S T EE3 R IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,169,infrastrukturinvestering,,19.0
infrastrukturprosjekter,IH1 N F R AH0 S T R UH0 K T UU0 R P R OH0 SJ EH3 K T AX0 R,NN,PLU|IND|NOM|NEU,,,,NB-aviskorpus,310,infrastrukturprosjekt,,22.0
ingeniørarbeid,IH0 N SJ AX0 N IH0 OE1 R AH0 R B AEJ3 D,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,257,ingeniørarbeid,,22.0
ingeniørsoldater,IH0 N SJ AX0 N IH0 OE1 RS OH0 L D AA3 T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,173,ingeniørsoldate,,20.0
ingeniørstudentene,IH0 N SJ AX0 N IH0 OE1 RS RT UH0 D EH3 N T NX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,196,ingeniørstudent,,22.0
ingeniørvesenet,IH0 N SJ AX0 N IH0 OE1 R V EE3 S NX0 AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,377,ingeniørvesen,,22.0
inkassobevilling,IH0 NG K AH1 S OH0 B AX0 V IH3 L IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,226,inkassobevilling,,7.0
inkassobransjen,IH0 NG K AH1 S OH0 B R AH3 NG SJ NX0,NN,SIN|DEF|NOM|MAS,IH0 NG K AH1 S OH0 B R AH3 N SJ NX0,,,NB-aviskorpus,165,inkassobransje,,19.0
inkassogjeld,IH0 NG K AH1 S OH0 J EH3 L,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,215,inkassogjeld,,19.0
inkassoloven,IH0 NG K AH1 S OH0 L OA3 V AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,169,inkassolov,,17.0
inkassoselskapene,IH0 NG K AH1 S OH0 S AX0 L S K AA3 P AX0 N AX0,NN,PLU|DEF|NOM|NEU,,,,NB-aviskorpus,224,inkassoselskap,,20.0
inkassoselskapet,IH0 NG K AH1 S OH0 S AX0 L S K AA3 P AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,654,inkassoselskap,,21.0
inkassovarsel,IH0 NG K AH1 S OH0 V AH3 RS LX0,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,296,inkassovarsel,,22.0
inkluderingen,IH0 NG K L UH0 D EE1 R IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,264,inkludering,,20.0
inkluderingsminister,IH0 NG K L UH0 D EE1 R IH0 NG S M IH0 N IH3 S T AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,5873,inkluderingsministe,,15.0
inkluderingsministeren,IH0 NG K L UH0 D EE1 R IH0 NG S M IH0 N IH3 S T AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,591,inkluderingsministere,,14.0
innboforsikringen,IH2 N B OO0 F OAH0 RS IH3 K R IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,346,innboforsikringe,,22.0
innbruddsalarmen,IH2 N B R UH0 D S AH0 L AH3 R M AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,521,innbruddsalarm,,22.0
innbruddsforsøket,IH2 N B R UH0 D S F OAH0 RS OE3 K AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,291,innbruddsforsøk,,22.0
innbruddssikkert,IH2 N B R UH0 D S S IH3 K AX0 RT,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,274,innbruddssikkert,,9.0
innbyggerundersøkelse,IH2 N B YH0 G AX0 R UH0 N AX0 RS OE3 K LX0 S AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,254,innbyggerundersøkelse,,12.0
innbygget,IH1 N B YH3 G AX0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,153,innbygg,,17.0
innbytterbenk,IH2 N B YH0 T AX0 R B EH3 NG K,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,228,innbytterbenk,,22.0
innemarkedet,IH2 N AX0 M AH3 R K AX0 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,310,innemarked,,21.0
innendørshallen,IH2 N NX0 D OE0 RS H AH3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,149,innendørshall,,22.0
innendørsrøyking,IH2 N NX0 D OE0 RS R OEJ3 K IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,160,innendørsrøyking,,3.0
innenlandsreisende,IH2 N NX0 L AH0 N S R AEJ3 S NX0 AX0,JJ,SIN-PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,175,innenlandsreisend,,14.0
innenlandsreiser,IH2 N NX0 L AH0 N S R AEJ3 S AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,337,innenlandsreise,,22.0
innenriksflyginger,IH2 N NX0 R IH0 K S F L YY3 G IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,304,innenriksflyging,,21.0
innenriksflyvninger,IH2 N NX0 R IH0 K S F L YY3 V N IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,158,innenriksflyvninge,,21.0
innenrikssaker,IH2 N NX0 R IH0 K S S AA3 K AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,6523,innenrikssak,,19.0
innenrikstrafikken,IH2 N NX0 R IH0 K S T R AH0 F IH3 K AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,198,innenrikstrafikk,,22.0
innercoveret,IH2 N AX0 R K OAH3 V AX0 R AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,476,innercover,,18.0
innerski,IH2 N AX0 R RS II3,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,285,innerski,,22.0
innestemme,IH2 N AX0 S T EH3 M AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,188,innestemm,,17.0
innetemperatur,IH2 N AX0 T AX0 M P AX0 R AH0 T UU3 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,214,innetemperatur,,20.0
innetemperaturen,IH2 N AX0 T AX0 M P AX0 R AH0 T UU3 RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,310,innetemperatur,,21.0
innfartsåre,IH2 N F AH0 RT RS OA3 R AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,151,innfartsåre,,21.0
innfartsåren,IH2 N F AH0 RT RS OA3 RNX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,160,innfartsåre,,22.0
innfartsårer,IH2 N F AH0 RT RS OA3 R AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,190,innfartsåre,,22.0
innfasingen,IH1 N F AA3 S IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,428,innfasing,,22.0
innflygningen,IH1 N F L YY3 G N IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,172,innflygning,,22.0
inngjerdede,IH1 N J AE3 R AX0 D AX0,VB,AKT|PF|SIN-PLU|DEF|NOM,,,,NB-aviskorpus,227,inngjerde,,21.0
inngjerdede,IH1 N J AE3 R AX0 D AX0,VB,AKT|PF|PLU|IND|NOM,,,,NB-aviskorpus,150,inngjerde,,2.0
inngripener,IH1 NG G R II3 P AX0 N AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,169,inngripen,,20.0
innholdsdeklarasjonen,IH2 N H OAH0 L S D AX0 K L AH0 R AH0 SJ OO3 N NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,172,innholdsdeklarasjone,,20.0
innholdsleverandør,IH2 N H OAH0 L S L AX0 V AX0 R AH0 N D OE3 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,203,innholdsleverandør,,21.0
innholdsleverandørene,IH2 N H OAH0 L S L AX0 V AX0 R AH0 N D OE3 RNX0 AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,306,innholdsleverandøre,,20.0
innholdsmarkedsføring,IH2 N H OAH0 L S M AH0 R K AX0 D S F OE3 R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,249,innholdsmarkedsføring,,6.0
innholdsproduksjon,IH2 N H OAH0 L S P R OH0 D UH0 K SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,242,innholdsproduksjon,,20.0
innholdssjef,IH2 N H OAH0 L S SJ EE3 F,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,204,innholdssjef,,16.0
innholdstjenester,IH2 N H OAH0 L S T J EE3 N AX0 S T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,541,innholdstjeneste,,21.0
innkjøpsindeksen,IH2 N KJ OE0 P S IH0 N D EH3 K S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,303,innkjøpsindekse,,18.0
innkjøpssamarbeid,IH2 N KJ OE0 P S S AH0 M AH0 R B AEJ3 D,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,274,innkjøpssamarbeid,,19.0
innkjøpssjefsindeksen,IH2 N KJ OE0 P S SJ EE0 F S IH0 N D EH3 K S NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,197,innkjøpssjefsindekse,,14.0
innkjøpsstopp,IH2 N KJ OE0 P S S T OAH3 P,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,154,innkjøpsstopp,,22.0
innkjøpstall,IH2 N KJ OE0 P S T AH3 L,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,295,innkjøpstall,,5.0
innleggsforfatteren,IH2 N L AX0 G S F OAH0 R F AH3 T AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,1377,innleggsforfattere,,13.0
innleggsforfatterne,IH2 N L AX0 G S F OAH0 R F AH3 T AX0 RN AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,471,innleggsforfatterne,,10.0
innleggsfot,IH2 N L AX0 G S F OO3 T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,415,innleggsfot,,20.0
innleggsposisjon,IH2 N L AX0 G S P OH0 S IH0 SJ OO3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,226,innleggsposisjon,,18.0
innlogget,IH1 N L OAH3 G AX0 T,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,221,innlogg,,19.0
innlogging,IH1 N L OAH3 G IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,3265,innlogging,,19.0
innloggingen,IH1 N L OAH3 G IH0 NG AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,164,innlogginge,,17.0
innovasjonsevne,IH0 N OH0 V AH0 SJ OO1 N S EH3 V N AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,186,innovasjonsevne,,21.0
innovasjonspris,IH0 N OH0 V AH0 SJ OO1 N S P R II3 S,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,171,innovasjonspris,,19.0
innoverskrudd,IH1 N OAH0 V AX0 RS K R UH3 D,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,272,innoverskrudd,,20.0
innreiseforbud,IH2 N R AEJ0 S AX0 F OAH0 R B UU3 D,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,1698,innreiseforbud,,22.0
innreiseforbudet,IH2 N R AEJ0 S AX0 F OAH0 R B UU3 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,2058,innreiseforbud,,20.0
innreisenekt,IH2 N R AEJ0 S AX0 N EH3 K T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,150,innreisenekt,,3.0
innsalg,IH2 N S AH3 L G,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,363,innsalg,,22.0
innsalget,IH2 N S AH3 L G AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,169,innsalg,,20.0
innsatsgruppe,IH2 N S AH0 T S G R UH3 P AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,171,innsatsgruppe,,15.0
innsatsleder,IH2 N S AH0 T S L EE3 D AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,4609,innsatslede,,16.0
innsatslederen,IH2 N S AH0 T S L EE3 D AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,929,innsatsledere,,14.0
innsatspersonell,IH2 N S AH0 T S P AX0 RS OH0 N EH3 L,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,183,innsatspersonell,,12.0
innsatsstyrke,IH2 N S AH0 T S S T YH3 R K AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,522,innsatsstyrke,,22.0
innsatsstyrken,IH2 N S AH0 T S S T YH3 R K AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,580,innsatsstyrke,,22.0
innsatsstyrkene,IH2 N S AH0 T S S T YH3 R K AX0 N AX0,NN,PLU|DEF|NOM|MAS,,,,NB-aviskorpus,165,innsatsstyrke,,19.0
innsatsstyrker,IH2 N S AH0 T S S T YH3 R K AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,350,innsatsstyrke,,21.0
innsettelsesseremonien,IH1 N S AX0 T LX0 S AX0 S S AX0 R AX0 M OH0 N II3 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,485,innsettelsesseremoni,,22.0
innsettelsestale,IH1 N S AX0 T LX0 S AX0 S T AA3 L AX0,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,233,innsettelsestale,,19.0
innsettelsestalen,IH1 N S AX0 T LX0 S AX0 S T AA3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,164,innsettelsestale,,19.0
innsideopplysninger,IH2 N S II0 D AX0 OAH0 P L YY3 S N IH0 NG AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,211,innsideopplysninge,,15.0
innsiderne,IH2 N S II3 D AX0 RN AX0,NN,PLU|DEF|NOM|MAS,IH1 N S AJ3 D AX0 RN AX0,,,NB-aviskorpus,376,innsider,,22.0
innsidesak,IH2 N S II0 D AX0 S AA3 K,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,247,innsidesak,,17.0
innsidesaken,IH2 N S II0 D AX0 S AA3 K AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,882,innsidesak,,16.0
innsidetips,IH2 N S II0 D AX0 T IH3 P S,NN,SIN-PLU|IND|NOM|NEU,IH1 N S AJ0 D T IH3 P S,,,NB-aviskorpus,176,innsidetips,,14.0
innsjekk,IH2 N SJ EH3 K,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,601,innsjekk,,19.0
innsjekkingsområdet,IH1 N SJ AX0 K IH0 NG S OAH0 M R OA3 D AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,160,innsjekkingsområd,,22.0
innskuddsgaranti,IH2 N S K UH0 D S G AH0 R AH0 N T II3,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,165,innskuddsgaranti,,16.0
innskuddsgarantien,IH2 N S K UH0 D S G AH0 R AH0 N T II3 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,187,innskuddsgarantie,,16.0
innskuddspensjon,IH2 N S K UH0 D S P AH0 NG SJ OO3 N,NN,SIN|IND|NOM|MAS,IH2 N S K UH0 D S P AX0 N SJ OO3 N,,,NB-aviskorpus,1073,innskuddspensjon,,21.0
innslagspunkt,IH2 N SJ L AA0 G S P OH3 NG K T,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,152,innslagspunkt,,20.0
innslagspunktet,IH2 N SJ L AA0 G S P OH3 NG K T AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,574,innslagspunkt,,21.0
innslupne,IH1 N SJ L OH3 P N AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,720,innslupn,,22.0
innslupne,IH1 N SJ L OH3 P N AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,innslupn,,2.0
innspillingsdag,IH1 N S P IH0 L IH0 NG S D AA3 G,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,231,innspillingsdag,,21.0
innspillingsperioden,IH1 N S P IH0 L IH0 NG S P AX0 R IH0 OO3 D NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,174,innspillingsperiode,,21.0
innspillingssted,IH1 N S P IH0 L IH0 NG S S T EE3 D,NN,SIN|IND|NOM|NEU,,,,NB-aviskorpus,222,innspillingssted,,22.0
innstegsmodellen,IH1 N S T EE0 G S M OH0 D EH3 L NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,174,innstegsmodelle,,17.0
innstikk,IH2 N S T IH3 K,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,156,innstikk,,21.0
innstillingsmenyen,IH1 N S T IH0 L IH0 NG S M AX0 N YY3 AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,165,innstillingsmenye,,10.0
innstillingsmuligheter,IH1 N S T IH0 L IH0 NG S M UU0 L IH0 H EE3 T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,349,innstillingsmulighete,,20.0
inntektsfall,IH2 N T AX0 K T S F AH3 L,NN,SIN-PLU|IND|NOM|NEU,,,,NB-aviskorpus,314,inntektsfall,,21.0
inntektsgrense,IH2 N T AX0 K T S G R EH3 N S AX0,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,188,inntektsgrense,,22.0
inntektskravet,IH2 N T AX0 K T S K R AA3 V AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,152,inntektskrav,,21.0
inntektslisten,IH2 N T AX0 K T S L IH3 S T NX0,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,215,inntektsliste,,22.0
inntektssikring,IH2 N T AX0 K T S S IH3 K R IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,177,inntektssikring,,20.0
inntektsstrøm,IH2 N T AX0 K T S S T R OEH3 M,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,150,inntektsstrøm,,21.0
inntektsstrømmen,IH2 N T AX0 K T S S T R OEH3 M AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,166,inntektsstrømme,,21.0
innvandrerandel,IH2 N V AH0 N D R AX0 R AH0 N D EE3 L,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,213,innvandrerandel,,18.0
innvandrerbefolkning,IH2 N V AH0 N D R AX0 R B AX0 F OAH3 L K N IH0 NG,NN,SIN|IND|NOM|MAS-FEM,,,,NB-aviskorpus,154,innvandrerbefolkning,,22.0
innvandrergruppen,IH2 N V AH0 N D R AX0 R G R UH3 P AX0 N,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,259,innvandrergruppe,,22.0
innvandrergutter,IH2 N V AH0 N D R AX0 R G UH3 T AX0 R,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,205,innvandrergutte,,21.0
innvandrerjenter,IH2 N V AH0 N D R AX0 R J EH3 N T AX0 R,NN,PLU|IND|NOM|MAS-FEM,,,,NB-aviskorpus,285,innvandrerjente,,22.0
innvandrermenn,IH2 N V AH0 N D R AX0 R M EH3 N,NN,PLU|IND|NOM|MAS,,,,NB-aviskorpus,230,innvandrermenn,,21.0
innvandringsbakgrunn,IH1 N V AH0 N D R IH0 NG S B AA0 K G R UH3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,302,innvandringsbakgrunn,,21.0
innvandringsdebatt,IH1 N V AH0 N D R IH0 NG S D AX0 B AH3 T,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,262,innvandringsdebatt,,22.0
innvandringsfeltet,IH1 N V AH0 N D R IH0 NG S F EH3 L T AX0,NN,SIN|DEF|NOM|NEU,,,,NB-aviskorpus,410,innvandringsfelt,,19.0
innvandringsfiendtlig,IH1 N V AH0 N D R IH0 NG S F II3 AX0 N T L IH0,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,158,innvandringsfiendtlig,,21.0
innvandringsfiendtlige,IH1 N V AH0 N D R IH0 NG S F II3 AX0 N T L IH0 AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,534,innvandringsfiendtlig,,22.0
innvandringsfiendtlige,IH1 N V AH0 N D R IH0 NG S F II3 AX0 N T L IH0 AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,388,innvandringsfiendtlig,,22.0
innvandringskritisk,IH1 N V AH0 N D R IH0 NG S K R II3 T IH0 S K,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,157,innvandringskritisk,,11.0
innvandringskritiske,IH1 N V AH0 N D R IH0 NG S K R II3 T IH0 S K AX0,JJ,SIN-PLU|DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,659,innvandringskritisk,,20.0
innvandringskritiske,IH1 N V AH0 N D R IH0 NG S K R II3 T IH0 S K AX0,JJ,PLU|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,1142,innvandringskritisk,,18.0
innvandringsminister,IH1 N V AH0 N D R IH0 NG S M IH0 N IH3 S T AX0 R,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,216,innvandringsminister,,8.0
innvandringsministeren,IH1 N V AH0 N D R IH0 NG S M IH0 N IH3 S T AX0 RN,NN,SIN|DEF|NOM|MAS,,,,NB-aviskorpus,388,innvandringsminister,,19.0
innvandringsmotstand,IH1 N V AH0 N D R IH0 NG S M OO0 T S T AH3 N,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,200,innvandringsmotstand,,22.0
innvandringsmyndighetene,IH1 N V AH0 N D R IH0 NG S M YH0 N D IH0 H EE3 T NX0 AX0,NN,PLU|DEF|NOM|MAS-FEM,,,,NB-aviskorpus,179,innvandringsmyndighet,,21.0
innvandringspolitisk,IH1 N V AH0 N D R IH0 NG S P OH0 L II3 T IH0 S K,JJ,SIN|IND|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,945,innvandringspolitisk,,20.0
innvandringsreform,IH1 N V AH0 N D R IH0 NG S R AX0 F OAH3 R M,NN,SIN|IND|NOM|MAS,,,,NB-aviskorpus,204,innvandringsreform,,11.0
innvandringsregulerende,IH1 N V AH0 N D R IH0 NG S R AX0 G UH0 L EE3 RNX0 AX0,JJ,SIN-PLU|IND-DEF|NOM|NEU-MAS-FEM|POS,,,,NB-aviskorpus,150,innvandringsregulerend,,9.0
